Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 1.80 s using 788 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  /base/biblioness/bibs_location/country  ?a  ?b  /time/event/locations  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.021052632	0.290909091	0.290909091	16	55	55	?a
?a  /location/country/capital  ?h  ?b  /time/event/locations  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.014473684	0.174603175	0.5	11	63	22	?a
?b  /olympics/olympic_games/participating_countries  ?a  ?a  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.159210526	0.573459716	0.584541063	121	211	207	?a
?b  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal  ?h  ?a  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.864473684	0.12877303	0.137649277	657	5102	4773	?a
?a  /location/location/contains  ?h  ?b  /time/event/locations  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.017105263	0.031707317	0.175675676	13	410	74	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.282894737	0.195099819	0.230686695	215	1102	932	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.188157895	0.213432836	0.250877193	143	670	570	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.021052632	0.115942029	0.31372549	16	138	51	?a
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /film/film/produced_by  ?b   => ?a  /film/film/produced_by  ?b	0.034241245	0.119241192	0.191304348	44	369	230	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.684210526	0.181627663	0.243559719	520	2863	2135	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.042105263	0.175824176	0.484848485	32	182	66	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.053947368	0.261146497	0.640625	41	157	64	?a
?h  /award/award_winner/awards_won./award/award_honor/award_winner  ?b  ?a  /film/film/edited_by  ?h   => ?a  /film/film/produced_by  ?b	0.010894942	0.111111111	0.181818182	14	126	77	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.632894737	0.263273125	0.354197349	481	1827	1358	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.318421053	0.248205128	0.323962517	242	975	747	?a
?h  /dataworld/gardening_hint/split_to  ?a  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.017105263	0.590909091	0.764705882	13	22	17	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.328947368	0.192012289	0.271149675	250	1302	922	?a
?h  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.171052632	0.251450677	0.273684211	130	517	475	?a
?h  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.371052632	0.189008043	0.265786993	282	1492	1061	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.477631579	0.194117647	0.285601888	363	1870	1271	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.489473684	0.164093516	0.249832102	372	2267	1489	?a
?g  /base/biblioness/bibs_location/country  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.010526316	0.380952381	0.888888889	8	21	9	?a
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.294736842	0.204940531	0.229508197	224	1093	976	?a
?g  /location/administrative_division/country  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.013157895	0.769230769	0.833333333	10	13	12	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.053947368	0.773584906	1	41	53	41	?a
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.280263158	0.222570533	0.243707094	213	957	874	?a
?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?b  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.313157895	0.239919355	0.313570487	238	992	759	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.038157895	0.591836735	0.828571429	29	49	35	?a
?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.059210526	0.642857143	1	27	42	27	?a
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.614473684	0.256030702	0.344903988	467	1824	1354	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.497368421	0.16223176	0.254203093	378	2330	1487	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.482894737	0.187531937	0.28101072	367	1957	1306	?a
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.85	1	68	80	68	?a
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.114035088	0.619047619	0.962962963	52	84	54	?a
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.868421053	1	66	76	66	?a
?a  /film/film/produced_by  ?h  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /film/film/produced_by  ?b	0.019455253	0.333333333	0.333333333	25	75	75	?a
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.432017544	0.775590551	0.994949495	197	254	198	?a
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.221491228	0.561111111	1	101	180	101	?a
?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.221491228	0.561111111	1	101	180	101	?a
?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.221491228	0.561111111	1	101	180	101	?a
?g  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country  ?a  ?g  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.973684211	0.13764881	0.147381	740	5376	5021	?a
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.839506173	1	68	81	68	?a
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.546052632	0.711428571	0.992031873	249	350	251	?a
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.743421053	1	1	339	339	339	?a
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.138157895	0.797468354	1	63	79	63	?a
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.100877193	0.554216867	0.978723404	46	83	47	?a
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.543859649	0.466165414	0.995983936	248	532	249	?a
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.13377193	0.847222222	1	61	72	61	?a
?a  /film/film/prequel  ?h  ?h  /film/film/produced_by  ?b   => ?a  /film/film/produced_by  ?b	0.038910506	0.480769231	0.694444444	50	104	72	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.257894737	0.161184211	0.193867458	196	1216	1011	?a
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.835443038	1	66	79	66	?a
?b  /olympics/olympic_games/sports  ?h  ?h  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country  ?a   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.965789474	0.115645187	0.124787487	734	6347	5882	?a
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	0.888888889	1	8	9	8	?a
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.714285714	1	5	7	5	?a
?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.833333333	1	5	6	5	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	1	1	8	8	8	?a
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.039473684	0.15	0.857142857	18	120	21	?a
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.072463768	0.625	5	69	8	?a
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_founder/organizations_founded  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.021929825	0.555555556	1	10	18	10	?a
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_founder/organizations_founded  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.021929825	0.454545455	1	10	22	10	?a
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_founder/organizations_founded  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.021929825	0.454545455	1	10	22	10	?a
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.094298246	0.754385965	0.955555556	43	57	45	?a
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.094298246	0.597222222	0.955555556	43	72	45	?a
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.664473684	0.177192982	0.235871088	505	2850	2141	?a
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.114035088	0.619047619	0.962962963	52	84	54	?a
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.100877193	0.554216867	0.978723404	46	83	47	?a
?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/students_graduates./education/education/student  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.239035088	0.644970414	0.900826446	109	169	121	?a
?g  /location/location/contains  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.083333333	0.124183007	1	38	306	38	?a
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.563596491	0.149331784	0.83171521	257	1721	309	?a
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.552631579	0.146511628	0.837209302	252	1720	301	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.015350877	1	1	7	7	7	?a
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.043859649	0.157480315	0.869565217	20	127	23	?a
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.161290323	1	5	31	5	?a
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.535087719	0.701149425	0.991869919	244	348	246	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.019736842	1	1	9	9	9	?a
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.438596491	0.778210117	0.995024876	200	257	201	?a
?a  /education/educational_institution/campuses  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.730263158	1	1	333	333	333	?a
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.85	1	68	80	68	?a
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.835443038	1	66	79	66	?a
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.868421053	1	66	76	66	?a
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.432017544	0.775590551	0.994949495	197	254	198	?a
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.138157895	0.797468354	1	63	79	63	?a
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.061403509	0.509090909	1	28	55	28	?a
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.13377193	0.847222222	1	61	72	61	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.019736842	0.818181818	1	9	11	9	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	0.8	1	8	10	8	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.015350877	0.875	1	7	8	7	?a
?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.028508772	0.764705882	1	13	17	13	?a
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.438596491	0.778210117	0.995024876	200	257	201	?a
?g  /education/educational_institution/campuses  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.730263158	1	1	333	333	333	?a
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.535087719	0.701149425	0.991869919	244	348	246	?a
?b  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a  ?b  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.246938776	0.267108168	0.272522523	121	453	444	?b
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.026530612	0.082802548	0.361111111	13	157	36	?b
?b  /location/country/capital  ?h  ?a  /time/event/locations  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.012244898	0.095238095	0.272727273	6	63	22	?b
?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.544897959	0.093258819	0.132440476	267	2863	2016	?b
?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.481632653	0.129173508	0.183087665	236	1827	1289	?b
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.02244898	0.06043956	0.333333333	11	182	33	?b
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.034693878	0.123188406	1	17	138	17	?b
?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.614285714	0.308717949	0.423943662	301	975	710	?b
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/featured_film_locations  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.013157895	0.030769231	0.666666667	6	195	9	?a
?b  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.242857143	0.107985481	0.152956298	119	1102	778	?b
?b  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.234693878	0.094572368	0.138055222	115	1216	833	?b
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.743421053	1	1	339	339	339	?a
